num,Hc1zero,Hc2zero,Tc,b300,cohere,curiet,dHc2dt,debyet,dens,dtcdp,element,g300,gamma,gap,gapene,gapmeth,isoel,isotope,lata,latb,latc,moment,nHc1zero,nHc2zero,ncohere,ndHc2dto,neelt,npenet,pHc1zero,pHc2zero,pcohere,pdHc2dto,penet,ppenet,rh300,rh300n,rh300p,spheat,spjump,str3,thc300,tp300,tp300p,uHc1,uHc2,ub,ucohere,udHc2dt,udtcdp,ug,ugamma,ugap,uhall,ujump,umoment,upenet,uthc,utp,uye,ye300
102472,,,8.9,,,,,,,,Nb1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H-NbSe2,,,,,,,,,,,,,,,,,,,,
102473,,,,,,,,,,,Ni1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102474,,,,,,,,,,,Ni2P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fe2P,,,,,,,,,,,,,,,,,,,,
102475,,,,,,,,,,,Ni3P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ni3P,,,,,,,,,,,,,,,,,,,,
102476,,,,,,,,,,,Ni1O1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102477,,,,,,,,,,,Nd1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThSi2,,,,,,,,,,,,,,,,,,,,
102478,,,,,,,,,,,Nd2S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102479,,,,,,,,,,,Nb1Zn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102480,,,,,,,,,,,Nb1Te4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102481,,,,,,,,,,,Nb5Te4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102482,,,,,,,,,,,Nb3Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102483,,,17.77,,,,,,,,Nb3Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102484,,,,,,,,,,,Nb2Sn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102485,,,,,,,,,,,Mo5O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102486,,,,,,,,,,,Mo1O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102487,,,,,,,,,,,Ni1U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102488,,,,,,,,,,,Ni1Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,
102489,,,,,,,,,,,Ni1Te2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CdI2,,,,,,,,,,,,,,,,,,,,
102490,,,,,,,,,,,Ni1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiAs,,,,,,,,,,,,,,,,,,,,
102491,,,,,,,,,,,Ni0.93Sn0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102492,,,,,,,,,,,Ni1Si1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102493,,,,,,,,,,,Ni1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CaF2,,,,,,,,,,,,,,,,,,,,
102494,,,,,,,,,,,Ni1Sb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102495,,,,,,,,,,,Ni1Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiAs,,,,,,,,,,,,,,,,,,,,
102496,,,,,,,,,,,Ni1S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102497,,,,,,,,,,,O2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102498,,,,,,,,,,,O3W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102499,,,,,,,,,,,O3V2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102500,,,,,,,,,,,O2U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102501,,,,,,,,,,,O3Tl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102502,,,,,,,,,,,O3Ti2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102503,,,,,,,,,,,O3Sn0.19W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102504,,,,,,,,,,,O3Sn0.21W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102505,,,,,,,,,,,O3Sn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102506,,,,,,,,,,,O3Rh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102507,,,,,,,,,,,O2Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102508,,,,,,,,,,,O2Pb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102509,,,5.8,,,,,,,,P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102510,,,,,,,,,,,Os4Zr11,,,,,,,,13.427999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102511,,,,,,,,,,,Os0.8W0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102512,,,,,,,,,,,Os0.9W0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102513,,,,,,,,,,,Os0.29V0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102514,,,,,,,,,,,Os2U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102515,,,,,,,,,,,Os2Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102516,,,,,,,,,,,Os0.3Ta0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-CrFe,,,,,,,,,,,,,,,,,,,,
102517,,,,,,,,,,,Os1Si1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FeSi,,,,,,,,,,,,,,,,,,,,
102518,,,,,,,,,,,Os0.2Rh0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102519,,,,,,,,,,,Os1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102520,,,,,,,,,,,O1W3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102521,,,,,,,,,,,P0.4S0.6Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102522,,,,,,,,,,,P1S1Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102523,,,,,,,,,,,P1Ru2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102525,,,,,,,,,,,P1Re2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co2Si,,,,,,,,,,,,,,,,,,,,
102526,,,,,,,,,,,P4Re3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102527,,,,,,,,,,,P0.26Pt0.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102528,,,0.7,,,,,,,,P3Pd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102529,,,1.0,,,,,,,,P3Pd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102530,,,,,,,,,,,P2Pd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102531,,,,,,,,,,,P3Pd5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102532,,,5.6,,,,,,,,P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102533,,,,,,,,,,,Pa1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102534,,,4.6,,,,,,,,P0.95Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102535,,,4.5,,,,,,,,P1Zr3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102536,,,,,,,,,,,P2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co2Si,,,,,,,,,,,,,,,,,,,,
102537,,,,,,,,,,,P1W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MnP,,,,,,,,,,,,,,,,,,,,
102538,,,,,,,,,,,P2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102539,,,,,,,,,,,P1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102540,,,,,,,,,,,P2V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102541,,,,,,,,,,,P1V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiAs,,,,,,,,,,,,,,,,,,,,
102542,,,,,,,,,,,P2Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co2Si,,,,,,,,,,,,,,,,,,,,
102543,,,,,,,,,,,P1Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TiAs,,,,,,,,,,,,,,,,,,,,
102544,,,,,,,,,,,P1Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102545,,,,,,,,,,,Pd4S1,,,,,,,,5.1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102546,,,,,,,,,,,Pd0.5Rh0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102547,,,,,,,,,,,Pd0.25Pt0.25Rh0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102548,,,,,,,,,,,Pd0.4Pt0.1Rh0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102549,,,,,,,,,,,Pd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102550,,,,,,,,,,,Pb1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102551,,,7.06,,,,,,,,Pb0.96Tl0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102552,,,,,,,,,,,Pb1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102553,,,,,,,,,,,Pb1S3Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102554,,,,,,,,,,,Pb1S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102555,,,,,,,,,,,Pb1Rh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102556,,,,,,,,,,,Pb1Pd3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102557,,,,,,,,,,,Pd4Te1,,,,,,,,12.674000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102558,,,,,,,,,,,Pd2Sr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102559,,,,,,,,,,,Pd1Sn4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102560,,,,,,,,,,,Pd1Se1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CdI2,,,,,,,,,,,,,,,,,,,,
102561,,,,,,,,,,,Pd1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102562,,,,,,,,,,,Pd1Se1,,,,,,,,6.727,,6.912000000000001,,,,,,,,,,,,,,,,,,,PdS,,,,,,,,,,,,,,,,,,,,
102563,,,,,,,,,,,Pd1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102564,,,,,,,,,,,Pd17Se15,,,,,,,,10.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102565,,,,,,,,,,,Pd1Sc2,,,,,,,,12.442,,,,,,,,,,,,,,,,,,,,,Fe3W3C,,,,,,,,,,,,,,,,,,,,
102567,,,,,,,,,,,Pd1S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102568,,,1.63,,,,,,,,Pd2.8S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102569,,,,,,,,,,,Pt1Sb1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FeS2(pyrite),,,,,,,,,,,,,,,,,,,,
102570,,,,,,,,,,,Pt0.2Rh0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102571,,,,,,,,,,,Pt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102572,,,,,,,,,,,Pr2S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102573,,,,,,,,,,,Pr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102574,,,,,,,,,,,Po1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102575,,,,,,,,,,,Pd3Y1,,,,,,,,4.0760000000000005,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102576,,,,,,,,,,,Pd1Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102577,,,,,,,,,,,Pd5Th3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102578,,,,,,,,,,,Pd3Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102579,,,,,,,,,,,Pd4Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102580,,,,,,,,,,,Pd5Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102581,,,,,,,,,,,Pt4Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102582,,,,,,,,,,,Pt1Te2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CdI2,,,,,,,,,,,,,,,,,,,,
102583,,,,,,,,,,,Pt0.2Ta0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-CrFe,,,,,,,,,,,,,,,,,,,,
102584,,,,,,,,,,,Pt2Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102585,,,,,,,,,,,Pt2Sr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102586,,,,,,,,,,,Pt1Sn4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102587,,,,,,,,,,,Pt1Sn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CaF2,,,,,,,,,,,,,,,,,,,,
102588,,,,,,,,,,,Pt3Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102589,,,,,,,,,,,Pt1Sc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102590,,,,,,,,,,,Pt1Sc1,,,,,,,,3.2680000000000002,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102591,,,,,,,,,,,Pt3Sc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102592,,,,,,,,,,,Pt1Sb1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FeS2(pyrite),,,,,,,,,,,,,,,,,,,,
102593,,,,,,,,,,,Rb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,
102594,,,,,,,,,,,Pu1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102595,,,,,,,,,,,Pt1Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102596,,,,,,,,,,,Pt3Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102597,,,,,,,,,,,Pt5Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102598,,,2.53,,,,,,,,Pt1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102599,,,,,,,,,,,Pt0.33V0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102600,,,,,,,,,,,Pt3V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102601,,,,,,,,,,,Pt8Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102602,,,,,,,,,,,Pt5Th3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102603,,,,,,,,,,,Pt2Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102604,,,,,,,,,,,Pt3Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102605,,,,,,,,,,,Rh1Sc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102606,,,,,,,,,,,Rh0.32Sc0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102608,,,,,,,,,,,Rh3Sc1,,,,,,,,3.898,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102609,,,,,,,,,,,Rh1Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MnP,,,,,,,,,,,,,,,,,,,,
102610,,,,,,,,,,,Rh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102611,,,,,,,,,,,Re0.1W0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102612,,,,,,,,,,,Re2U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102613,,,,,,,,,,,Re0.18Si1V2.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102614,,,,,,,,,,,Re1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102615,,,,,,,,,,,Re1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102616,,,,,,,,,,,Rb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102617,,,,,,,,,,,Rh3V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102618,,,,,,,,,,,Rh1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102619,,,,,,,,,,,Rh3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102620,,,,,,,,,,,Rh1Ti2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102621,,,,,,,,,,,Rh3Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102622,,,,,,,,,,,Rh2Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102623,,,,,,,,,,,Rh3Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102624,,,,,,,,,,,Rh1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiAs,,,,,,,,,,,,,,,,,,,,
102625,,,,,,,,,,,Rh1Te2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CdI2,,,,,,,,,,,,,,,,,,,,
102626,,,,,,,,,,,Rh2Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Co2Si,,,,,,,,,,,,,,,,,,,,
102627,,,,,,,,,,,Rh1Si1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FeSi,,,,,,,,,,,,,,,,,,,,
102628,,,,,,,,,,,Rh0.29Se0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102629,,,5.8,,,,,,,,Ru0.465V0.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102630,,,,,,,,,,,Ru0.5V0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102631,,,,,,,,,,,Ru3U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102632,,,,,,,,,,,Ru1Te2,,,,,,,,6.391,,,,,,,,,,,,,,,,,,,,,FeS2(pyrite),,,,,,,,,,,,,,,,,,,,
102633,,,,,,,,,,,Ru1Se2,,,,,,,,5.934,,,,,,,,,,,,,,,,,,,,,FeS2(pyrite),,,,,,,,,,,,,,,,,,,,
102634,,,,,,,,,,,Ru2Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102635,,,,,,,,,,,Ru1Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MnP,,,,,,,,,,,,,,,,,,,,
102636,,,,,,,,,,,Ru1S2,,,,,,,,5.609,,,,,,,,,,,,,,,,,,,,,FeS2(pyrite),,,,,,,,,,,,,,,,,,,,
102637,,,,,,,,,,,Rh3Y7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fe3Th7,,,,,,,,,,,,,,,,,,,,
102638,,,,,,,,,,,Rh1Y2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102639,,,,,,,,,,,Rh1Y1,,,,,,,,3.41,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102640,,,,,,,,,,,Rh2Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102641,,,3.55,,,,,,,,Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102642,,,,,,,,,,,Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alpha-As,,,,,,,,,,,,,,,,,,,,
102643,,,,,,,,,,,S1W2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102644,,,,,,,,,,,S2W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102645,,,,,,,,,,,S1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102646,,,,,,,,,,,S1Tl2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102647,,,,,,,,,,,S1Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102648,,,,,,,,,,,S1Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102649,,,,,,,,,,,S1Sc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102650,,,,,,,,,,,S3Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102651,,,,,,,,,,,Ru1Y3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102652,,,5.05,,,,,,,,Ru0.46V0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102653,,,,,,,,325.0,,,Sc0.5Zr0.5,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102654,,,,,,,,,,,Sc1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102655,,,,,,,,,,,Sc1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102656,,,,,,,,344.0,,,Sc1,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102657,,,,,,,,,,,Sc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102658,,,,,,,,,,,Sb3Zr5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mn5Si3,,,,,,,,,,,,,,,,,,,,
102659,,,,,,,,,,,Sb2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102660,,,,,,,,,,,Sb1Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102661,,,,,,,,,,,Sb2V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CuAl2,,,,,,,,,,,,,,,,,,,,
