num,Hc1zero,Hc2zero,Tc,b300,cohere,curiet,dHc2dt,debyet,dens,dtcdp,element,g300,gamma,gap,gapene,gapmeth,isoel,isotope,lata,latb,latc,moment,nHc1zero,nHc2zero,ncohere,ndHc2dto,neelt,npenet,pHc1zero,pHc2zero,pcohere,pdHc2dto,penet,ppenet,rh300,rh300n,rh300p,spheat,spjump,str3,thc300,tp300,tp300p,uHc1,uHc2,ub,ucohere,udHc2dt,udtcdp,ug,ugamma,ugap,uhall,ujump,umoment,upenet,uthc,utp,uye,ye300
102283,,,0.67,,,,,,,,Th2Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CuAl2,,,,,,,,,,,,,,,,,,,,
102284,,,1.25,,,,,,,,Th0.5Y0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102285,,,0.785,,,,,,,,Th1U0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102286,,,0.87,,,,,,,,Th1Tl3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102287,,,1.39,,,,,,,,Th1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102288,,,2.05,,,,,,,,Te1Y1,,,,,,,,6.093,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102289,,,2.0780000000000003,,,,,,,,Te3Tl5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102290,,,7.6,,,,,,,,Tc2Zr1,,,,,,,,5.2185,,8.6527,,,,,,,,,,,,,,,,,,,MgZn2(Laves),,,,,,,,,,,,,,,,,,,,
102291,,,9.7,,,,,,,,Tc6Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alpha-Mn,,,,,,,,,,,,,,,,,,,,
102292,,,10.4,,,,,,,,Tc0.9W0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102293,,,12.8,,,,,,,,Ti0.013V0.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102294,,,7.52,,,,,,,,Ti0.42V0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102295,,,6.09,,,,,,,,Ti1V1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102296,,,7.2,,,,,386.0,,,Ti0.516V0.484,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102297,,,7.0,,,,,,,,Ti0.6V0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102298,,,7.07,,,,,,,,Ti0.615V0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102299,,,6.14,,,,,244.0,,,Ti0.7V0.3,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102300,,,5.3,,,,,,,,Ti0.75V0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102301,,,4.382,,,,,,,,Ti0.76V0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102302,,,4.7,,,,,,,,Ti0.775V0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102303,,,6.3,,,,,,,,Ti0.9V0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102304,,,2.7,,,,,,,,Ti0.96V0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102305,,,1.38,,,,,,,,Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102306,,,1.45,,,,,88.0,,-0.085,Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,K/GPa,,,,,,,,,,,
102307,,,2.4,,,,,99.0,,-0.15,Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,K/GPa,,,,,,,,,,,
102308,,,2.332,,,,,,,,Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,,,,,,,,,,,,,,,,,,,
102309,,,2.38,,,,,,,,Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102310,,,1.03,,,,,,,,Ti0.81Zr0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102311,,,1.35,,,,,,,,Ti0.33Zr0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102312,,,1.65,,,,,,,,Ti0.5Zr0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102313,,,1.23,,,,,,,,Ti0.5Zr0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102314,,,1.36,,,,,,,,Ti0.66Zr0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102315,,,7.6,,,,,,,,Ti0.17V0.5Zr0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102316,,,6.6,,,,,,,,Ti0.33V0.33Zr0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102317,,,5.3,,,,,,,,Ti0.75V0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102318,,,4.382,,,,,,,,Ti0.76V0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102319,,,4.7,,,,,,,,Ti0.775V0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102320,,,6.3,,,,,,,,Ti0.9V0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102321,,,2.7,,,,,,,,Ti0.96V0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102322,,,1.4,,,,,,,,Ti0.975V0.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102323,,,,,,,,,,,Ti1U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AlB2,,,,,,,,,,,,,,,,,,,,
102324,,,,,,,,,,,Ti4Tl1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102325,,,0.4,,,,,,,,Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102326,,,0.67,,,,,,,,Th2Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CuAl2,,,,,,,,,,,,,,,,,,,,
102327,,,1.25,,,,,,,,Th0.5Y0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102328,,,0.785,,,,,,,,Th1U0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102329,,,7.8,,,,,,,,V0.4Zr0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102330,,,8.3,,,,,,,,V0.6Zr0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102331,,,9.0,,,,,,,,V2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102332,,,8.5,,,,,,,,V2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102333,,,8.6,,,,,,,,V0.7Zr0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102334,,,,,,,,,,,V1Zr3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102335,,,,,,,,,,,Tm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102336,,,,,,,,,,,Tl1Zr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102337,,,1.52,,,,,,,,Tl3Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102338,,,,,,,,,,,Tl1V3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102339,,,7.07,,,,,395.0,,,Ti0.615V0.385,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102340,,,6.14,,,,,,,,Ti0.7V0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102341,,,,,,,,,,,K1Na2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102342,,,6.3,,,,,,,,Cs0.3Mo1S2,,,,,,,,,,19.605999999999998,,,,,,,,,,,,,,,,,,,2H-MoS2,,,,,,,,,,,,,,,,,,,,
102343,,,,,,,,,,,Zn2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102344,,,0.857,,,,,,,,Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102345,,,,,,,,,,,Yb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102346,,,,,,,,,,,Yb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cu,,,,,,,,,,,,,,,,,,,,
102347,,,,,,,,,,,Y1Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102348,,,,,,,,,,,Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102349,,,2.5,,,,,,,,Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102350,,,,,,,,,,,Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102351,,,,,,,,,,,Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102352,,,,,,,,,,,W2Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102353,,,,,,,,,,,La2S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102354,,,,,,,,,,,La1Rh2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102355,,,,,,,,,,,La1Pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CeCo3B2,,,,,,,,,,,,,,,,,,,,
102356,,,,,,,,,,,La1Pd3,,,,,,,,4.2330000000000005,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102357,,,4.07,,,,,,,,La1Pb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102358,,,,,,,,,,,La1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102359,,,,,,,,,,,La1Ni1O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102360,,,,,,,,,,,La1N0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102361,,,,,,,,,,,La1N0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102362,,,,,,,,,,,La1Mg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102363,,,,,,,,,,,K2Te3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102364,,,,,,,,,,,K0.9O3Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102365,,,,,,,,,,,Lu1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102366,,,,,,,,,,,Lu1Rh2,,,,,,,,7.404,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102367,,,,,,,,,,,Lu1Rh1,,,,,,,,3.3339999999999996,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102368,,,,,,,,,,,Lu2Rh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102369,,,,,,,,,,,Lu3Rh1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102370,,,,,,,,,,,Li1Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaTl,,,,,,,,,,,,,,,,,,,,
102371,,,,,,,,,,,Li1Ti1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102372,,,,,,,,208.0,,,La2.4Te4Y0.6,,2.1,,,,,,9.586,,,,,,,,,,,,,,,,,,,,,Th3P4,,,,,,,,,,,mj/mol.K2,,,,,,,,,
102373,,,,,,,,,,,La5Sn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102374,,,,,,,,,,,La1Si1.82,,,,,,,,4.27,,13.93,,,,,,,,,,,,,,,,,,,ThSi2,,,,,,,,,,,,,,,,,,,,
102375,,,,,,,,,,,La2Se3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102376,,,,,,,,,,,La1Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102377,,,,,,,,,,,Mn0.24Ni0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102378,,,,,,,,,,,Mn0.73Mo0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-CrFe,,,,,,,,,,,,,,,,,,,,
102379,,,,,,,,,,,Mn0.63Mo0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-CrFe,,,,,,,,,,,,,,,,,,,,
102380,,,,,,,,,,,Mg0.97Zn0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102381,,,,,,,,,,,Mg1Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102382,,,,,,,,,,,Mg24Y5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alpha-Mn,,,,,,,,,,,,,,,,,,,,
102383,,,,,,,,,,,Mg0.85Tl0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102384,,,,,,,,,,,Mg0.94Tl0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102385,,,,,,,,,,,Mg0.97Sn0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CsCl,,,,,,,,,,,,,,,,,,,,
102387,,,0.013000000000000001,,,,,,,,Mg0.93Pb0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102389,,,,,,,,,,,Mo1O2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102390,,,,,,,,,,,Mo0.28O0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102391,,,,,,,,,,,Mo0.85Ni0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102392,,,,,,,,,,,Mo0.6Nb0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102393,,,,,,,,,,,Mn0.002Ti0.499Zr0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102394,,,,,,,,,,,Mn1Sn2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CuAl2,,,,,,,,,,,,,,,,,,,,
102395,,,,,,,,,,,Mn1Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NiAs,,,,,,,,,,,,,,,,,,,,
102397,,,,,,,,,,,Mn1Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sigma-CrFe,,,,,,,,,,,,,,,,,,,,
102398,,,,,,,,,,,Mn1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MnP,,,,,,,,,,,,,,,,,,,,
102399,,,,,,,,,,,Mn2O3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102400,,,,,,,,,,,Mn1Ni1Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MgCu2(Laves),,,,,,,,,,,,,,,,,,,,
102401,,,,,,,,,,,Mo0.99Si1V2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102402,,,,,,,,,,,Mo1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102403,,,,,,,,,,,Mo1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102404,,,3.2,,,,,,,,Mo5S6Zn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102405,,,14.2,,,,,,,,Mo3S4Sn0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102406,,,,,,,,,,,Mo2S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRI,,,,,,,,,,,,,,,,,,,,
102407,,,,,,,,,,,Mo1S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102408,,,,,,,,,,,Mo1Pt2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102409,,,,,,,,,,,Mo0.69Pt0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mg,,,,,,,,,,,,,,,,,,,,
102410,,,14.0,,,,,,,,Mo6Pb0.92S7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102411,,,,,,,,,,,Mo1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102412,,,,,,,,,,,Mo1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WC,,,,,,,,,,,,,,,,,,,,
102415,,,,,,,,,,,N1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102416,,,,,,,,,,,N0.97Sc1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102417,,,5.0,,,,,,,,N0.34Re1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102418,,,,,,,,,,,N0.98Pr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102419,,,,,,,,,,,N6Nb5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102420,,,,,,,,,,,Mo3Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102421,,,,,,,,,,,Mo0.75W0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102422,,,,,,,,,,,Mo3Te4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102423,,,,,,,,,,,Mo3Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102424,,,,,,,,,,,Mo3Sn1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102425,,,,,,,,,,,Na0.1O3W1,,,,,,,,5.2,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102426,,,,,,,,,,,N0.906Zr1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102427,,,,,,,,,,,N1Y1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102428,,,,,,,,,,,N1W2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102429,,,,,,,,,,,N0.97W1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102430,,,,,,,,,,,N2V5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102431,,,,,,,,,,,N1U1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102432,,,,,,,,,,,N1Ta2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102433,,,4.84,,,,,,,,N1Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaCl,,,,,,,,,,,,,,,,,,,,
102434,,,,,,,,,,,N4Th3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102435,,,,,,,,,,,N6Tb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102436,,,,,,,,,,,N1Ta1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102437,,,,,,,,,,,Nb0.45Pt3Zr2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102438,,,,,,,,,,,Nb1Pt2.58Ru0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ni3Sn,,,,,,,,,,,,,,,,,,,,
102439,,,,,,,,,,,Nb1Pt1.8Ru1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102440,,,11.0,,,,,,,,Nb3Pt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102441,,,,,,,,,,,Nb1Pt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102442,,,,,,,,,,,Nb3Pb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102443,,,,,,,,,,,Nb1P1Se1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102444,,,12.5,,,,,,,,Nb1Ps1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102445,,,,,,,,,,,Nb1Os0.42Pt2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ni3Sn,,,,,,,,,,,,,,,,,,,,
102447,,,,,,,,,,,Na1Te1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102448,,,,,,,,,,,Na3Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102449,,,8.8,,,,,,,,Nb1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H-NbSe2,,,,,,,,,,,,,,,,,,,,
102450,,,7.77,,,,,,,,Nb1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H-NbSe2,,,,,,,,,,,,,,,,,,,,
102452,,,,,,,,,,,Nb1Sb2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102453,,,2.2,,,,,,,,Nb3Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102454,,,,,,,,,,,Nb3Sb1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102455,,,6.26,,,,,,,,Nb1S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102456,,,,,,,,,,,Nb1S1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102457,,,15.0,,,,,,,,Nb1Ru3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102458,,,,,,,,,,,Nb0.7Ru0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102459,,,,,,,,,,,Nb1Rh3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AuCu3,,,,,,,,,,,,,,,,,,,,
102461,,,18.3,,,,,,,,Nb0.71Sn0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102462,,,,,,,,,,,Nb2.5Si3Zr2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mn5Si3,,,,,,,,,,,,,,,,,,,,
102463,,,,,,,,,,,Nb0.39Si1V2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102464,,,9.0,,,,,,,,Nb0.75Si0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102465,,,9.3,,,,,,,,Nb0.79Si0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cr3Si(A15),,,,,,,,,,,,,,,,,,,,
102466,,,,,,,,,,,Nb1Si2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102467,,,,,,,,,,,Nb3Si12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102468,,,,,,,,,,,Nb0.63Si0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102469,,,,,,,,,,,Nb5Si3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102470,,,,,,,,,,,Nb0.67Si0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102471,,,4.7,,,,,,,,Nb1Se2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2H-NbSe2,,,,,,,,,,,,,,,,,,,,
